Gene_ID,Gene_symbol,Entrez_ID,Chr,Start,End,Middle,Strand
ENSMUSG00000074736,Syndig1,433485,2,149.829211,150.004392,149.9168015,+
ENSMUSG00000074738,B930041F14Rik,230991,4,155.694342,155.696481,155.6954115,+
ENSMUSG00000074743,Thbd,21824,2,148.404466,148.408188,148.406327,-
ENSMUSG00000074746,Pdzd8,107368,19,59.296084,59.34578,59.320932,-
ENSMUSG00000074748,Atxn7l3b,382423,10,112.92543,112.929001,112.9272155,-
ENSMUSG00000074749,Kiz,228730,2,146.855864,146.970097,146.9129805,+
ENSMUSG00000074754,Gm561,228715,2,144.594054,144.595366,144.59471,+
ENSMUSG00000074763,Macrod2os2,3651295,2,141.22967,141.235426,141.232548,-
ENSMUSG00000074764,Sel1l2,228684,2,140.229855,140.389706,140.3097805,-
ENSMUSG00000074766,Ism1,319909,2,139.678178,139.758581,139.7183795,+
ENSMUSG00000074768,Bhmt,12116,13,93.616891,93.637961,93.627426,-
ENSMUSG00000074771,Ankef1,319196,2,136.50191,136.562091,136.5320005,+
ENSMUSG00000074781,Ube2n,93765,10,95.515162,95.545658,95.53041,+
ENSMUSG00000074782,4833422C13Rik,3603826,13,91.701665,91.741872,91.7217685,-
ENSMUSG00000074783,AU019990,3034641,2,132.598195,132.653068,132.6256315,+
ENSMUSG00000074785,Plxnc1,54712,10,94.790866,94.944578,94.867722,-
ENSMUSG00000074793,Hspa12b,72630,2,131.12728,131.146321,131.1368005,+
ENSMUSG00000074794,Arrdc3,105171,13,80.883384,80.896035,80.8897095,+
ENSMUSG00000074796,Slc4a11,269356,2,130.684113,130.697519,130.690816,-
ENSMUSG00000074797,Itpa,16434,2,130.66761,130.681614,130.674612,+
ENSMUSG00000074800,Gm4149,3782325,13,75.644864,75.645226,75.645045,+
ENSMUSG00000074802,Gas2l3,237436,10,89.408823,89.443967,89.426395,-
ENSMUSG00000074807,Gm10762,3704209,2,128.966593,128.967725,128.967159,-
ENSMUSG00000074811,Hps6,20170,19,46.003478,46.006173,46.0048255,+
ENSMUSG00000074813,Gm14005,3652191,2,128.195993,128.429349,128.312671,-
ENSMUSG00000074817,Papolb,56522,5,142.525838,142.530076,142.527957,-
ENSMUSG00000074818,Pdzd7,100503041,19,45.026906,45.046614,45.03676,-
ENSMUSG00000074824,Rslcan18,432770,13,67.096613,67.116263,67.106438,-
ENSMUSG00000074825,Itpripl1,73338,2,127.138772,127.143442,127.141107,-
ENSMUSG00000074826,Gm10767,100038538,13,66.904914,66.909236,66.907075,+
ENSMUSG00000074829,2010315B03Rik,630836,9,124.291804,124.312696,124.30225,-
ENSMUSG00000074862,BC025920,2670983,10,81.60627,81.620703,81.6134865,+
ENSMUSG00000074863,Platr25,3645613,13,62.699406,62.726689,62.7130475,-
ENSMUSG00000074865,Zfp934,77117,13,62.5175,62.520544,62.519022,-
ENSMUSG00000074867,Zfp808,630579,13,62.129916,62.173419,62.1516675,+
ENSMUSG00000074873,AI606181,2147586,19,41.593363,41.596158,41.5947605,+
ENSMUSG00000074874,Ctla2b,13025,13,60.895351,60.897447,60.896399,-
ENSMUSG00000074876,Spata5l1,3036261,2,122.630625,122.63293,122.6317775,+
ENSMUSG00000074881,Mageb3,17147,2,121.953752,121.956092,121.954922,-
ENSMUSG00000074882,Cyp2c68,433247,19,39.688834,39.741054,39.714944,-
ENSMUSG00000074884,Serf2,378702,2,121.449195,121.458313,121.453754,+
ENSMUSG00000074886,Grk6,26385,13,55.445334,55.460925,55.4531295,+
ENSMUSG00000074890,Lcmt2,329504,2,121.128307,121.140653,121.13448,-
ENSMUSG00000074892,B3galt5,93961,16,96.235801,96.319859,96.27783,+
ENSMUSG00000074896,Ifit3,15959,19,34.583531,34.588731,34.586131,+
ENSMUSG00000074899,Sptbn5,2685200,2,120.046157,120.085772,120.0659645,-
ENSMUSG00000074909,Ranbp6,240614,19,29.8084,29.812974,29.810687,-
ENSMUSG00000074912,Gm14207,3649550,2,119.321187,119.326194,119.3236905,-
ENSMUSG00000074916,Chst14,72136,2,118.926496,118.928585,118.9275405,+
ENSMUSG00000074918,Inafm2,1915354,2,118.745758,118.74881,118.747284,+
ENSMUSG00000074922,Fam122a,68034,19,24.476502,24.477356,24.476929,-
ENSMUSG00000074923,Pak6,214230,2,118.663303,118.69802,118.6806615,+
ENSMUSG00000074925,Ptar1,72351,19,23.6874,23.721129,23.7042645,+
ENSMUSG00000074934,Grem1,23892,2,113.746164,113.758646,113.752405,-
ENSMUSG00000074968,Ano3,228432,2,110.655201,110.950923,110.803062,-
ENSMUSG00000074971,Fibin,67606,2,110.360917,110.363183,110.36205,-
ENSMUSG00000074994,Qser1,99003,2,104.754795,104.816696,104.7857455,-
ENSMUSG00000075000,Nrbf2,641340,10,67.266689,67.285305,67.275997,-
ENSMUSG00000075010,AW112010,2147706,19,11.047617,11.050566,11.0490915,-
ENSMUSG00000075012,Fjx1,14221,2,102.449366,102.452499,102.4509325,-
ENSMUSG00000075014,Gm10800,3641657,2,98.666547,98.667301,98.666924,-
ENSMUSG00000075015,Gm10801,3641656,2,98.662237,98.664083,98.66316,+
ENSMUSG00000075027,4631405J19Rik,3045383,2,93.027956,93.044732,93.036344,+
ENSMUSG00000075028,Prdm11,100042784,2,92.965151,93.046167,93.005659,-
ENSMUSG00000075031,Hist1h2bb,319178,13,23.74679,23.747241,23.7470155,+
ENSMUSG00000075033,Nxpe3,385658,16,55.839953,55.895279,55.867616,-
ENSMUSG00000075040,Zfp408,381410,2,91.643669,91.649791,91.64673,-
ENSMUSG00000075042,4930431P03Rik,1921145,14,44.955217,44.961307,44.958262,-
ENSMUSG00000075053,Vdac3-ps1,1270159,13,18.030324,18.031629,18.0309765,-
ENSMUSG00000075054,Yae1d1,67008,13,17.98664,17.993351,17.9899955,-
ENSMUSG00000075122,Cd80,12519,16,38.458933,38.486933,38.472933,+
ENSMUSG00000075224,Lrrc55,241528,2,85.162334,85.196699,85.1795165,-
ENSMUSG00000075225,Ccdc162,75973,10,41.538846,41.7093,41.624073,-
ENSMUSG00000075227,Znhit2,29805,19,6.061192,6.062472,6.061832,+
ENSMUSG00000075229,Ccdc58,381045,16,36.07166,36.092118,36.081889,+
ENSMUSG00000075232,Amd1,11702,10,40.287458,40.302188,40.294823,-
ENSMUSG00000075254,Heg1,77446,16,33.684466,33.771576,33.728021,+
ENSMUSG00000075256,Cerkl,228094,2,79.330543,79.456785,79.393664,-
ENSMUSG00000075265,Tnk2os,3642140,16,32.665223,32.668197,32.66671,-
ENSMUSG00000075266,Cenpw,66311,10,30.196011,30.20054,30.1982755,-
ENSMUSG00000075270,Pde11a,241489,2,75.989141,76.338774,76.1639575,-
ENSMUSG00000075271,Ttc30a1,78802,2,75.978247,75.981967,75.980107,-
ENSMUSG00000075272,Ttc30a2,620631,2,75.97574,75.97817,75.976955,-
ENSMUSG00000075273,Ttc30b,72421,2,75.935849,75.938585,75.937217,-
ENSMUSG00000075279,Mrpl23-ps1,3650679,2,74.59133,74.591909,74.5916195,-
ENSMUSG00000075284,Wipf1,215280,2,73.42961,73.529734,73.479672,-
ENSMUSG00000075289,Carns1,107239,19,4.164324,4.175479,4.1699015,-
ENSMUSG00000075296,Aldh3b2,621603,19,3.972328,3.981645,3.9769865,+
ENSMUSG00000075297,H60b,667281,10,22.158586,22.288849,22.2237175,+
ENSMUSG00000075307,Klhl41,228003,2,69.67012,69.68423,69.677175,+
ENSMUSG00000075318,Scn2a1,110876,2,65.620771,65.767447,65.694109,+
ENSMUSG00000075324,Fign,60344,2,63.971507,64.098038,64.0347725,-
ENSMUSG00000075327,Zbtb2,381990,10,4.367074,4.388108,4.377591,-
ENSMUSG00000075330,A930003A15Rik,1915412,16,19.87657,19.883897,19.8802335,-
ENSMUSG00000075334,Rprm,67874,2,54.084093,54.085552,54.0848225,-
ENSMUSG00000075376,Rc3h2,319817,2,37.370069,37.422903,37.396486,-
ENSMUSG00000075389,2810410L24Rik,1923627,11,120.1854,120.189852,120.187626,-
ENSMUSG00000075394,Hoxc4,15423,15,103.018934,103.036852,103.027893,+
ENSMUSG00000075408,6030408B16Rik,1924967,15,101.293212,101.297426,101.295319,+
ENSMUSG00000075410,Gm11744,100038570,11,116.653534,116.668389,116.6609615,+
ENSMUSG00000075415,Fnbp1,14269,2,31.026206,31.142008,31.084107,-
ENSMUSG00000075416,Gm14488,3649725,2,30.713147,30.720057,30.716602,-
ENSMUSG00000075419,Dolk,227697,2,30.284231,30.286334,30.2852825,-
ENSMUSG00000075420,Smim6,68528,11,115.912017,115.91392,115.9129685,+
ENSMUSG00000075463,4930594M22Rik,1925478,14,122.91303,122.937469,122.9252495,+
ENSMUSG00000075467,Dnlz,52838,2,26.348121,26.35211,26.3501155,-
ENSMUSG00000075470,Alg10b,380959,15,90.224311,90.230554,90.2274325,+
ENSMUSG00000075478,Slitrk1,76965,14,108.909991,108.914239,108.912115,-
ENSMUSG00000075486,Commd6,66200,14,101.633766,101.640686,101.637226,-
ENSMUSG00000075511,1700001L05Rik,1916541,15,83.357526,83.367282,83.362404,-
ENSMUSG00000075514,Gm13375,3649913,2,20.969054,20.969997,20.9695255,+
ENSMUSG00000075517,Cyp2d37-ps,3721937,15,82.689134,82.690499,82.6898165,-
ENSMUSG00000075528,Aarsd1,69684,11,101.406839,101.417615,101.412227,-
ENSMUSG00000075538,Gm10855,3641819,2,6.932541,6.935081,6.933811,-
ENSMUSG00000075543,Urad,231903,5,147.314984,147.32244,147.318712,-
ENSMUSG00000075549,Gm6878,3644701,14,67.304888,67.314711,67.3097995,-
ENSMUSG00000075551,Cyp3a41a,53973,5,145.694049,145.720136,145.7070925,-
ENSMUSG00000075552,Cyp3a41b,100041375,5,145.558664,145.58473,145.571697,-
ENSMUSG00000075555,Gm10863,3641623,15,79.166041,79.227524,79.1967825,+
ENSMUSG00000075569,Rsph10b,18861,5,143.933035,143.985719,143.959377,+
ENSMUSG00000075576,Gm12359,3702436,11,98.797707,98.810087,98.803897,-
ENSMUSG00000075585,6330403L08Rik,1917994,5,138.995056,139.000577,138.9978165,+
ENSMUSG00000075588,Hoxb2,103889,11,96.350525,96.354012,96.3522685,+
ENSMUSG00000075590,Nrbp2,223649,15,76.085595,76.090013,76.087804,-
ENSMUSG00000075592,Nynrin,277154,14,55.854036,55.874735,55.8643855,+
ENSMUSG00000075593,Gal3st4,330217,5,138.264921,138.27284,138.2688805,-
ENSMUSG00000075595,Zfp652,268469,11,95.712673,95.835115,95.773894,+
ENSMUSG00000075596,B130006D01Rik,2444371,11,95.723587,95.72671,95.7251485,+
ENSMUSG00000075600,Zc3h3,223642,15,75.754432,75.841915,75.7981735,-
ENSMUSG00000075602,Ly6a,110454,15,74.994877,74.998031,74.996454,-
ENSMUSG00000075700,Selt,69227,3,58.576636,58.593133,58.5848845,+
ENSMUSG00000075701,Vimp,109815,7,66.079649,66.089405,66.084527,+
ENSMUSG00000075702,Selm,114679,11,3.514684,3.517351,3.5160175,+
ENSMUSG00000075703,Ept1,28042,5,30.232581,30.272427,30.252504,+
ENSMUSG00000075704,Txnrd2,26462,16,18.426384,18.479073,18.4527285,+
ENSMUSG00000075705,Msrb1,27361,17,24.736642,24.742778,24.73971,+
ENSMUSG00000075706,Gpx4,625249,10,80.047166,80.056439,80.0518025,+
ENSMUSG00000075707,Dio3,107585,12,110.279068,110.281097,110.2800825,+
ENSMUSG00000076430,Hus1b,210554,13,30.946573,30.947759,30.947166,-
ENSMUSG00000076431,Sox4,20677,13,28.948919,28.953713,28.951316,-
ENSMUSG00000076432,Ywhaq,22630,12,21.390071,21.417637,21.403854,-
ENSMUSG00000076433,BC100451,58251,11,118.33236,118.3425,118.33743,-
ENSMUSG00000076434,Wfdc3,71856,2,164.73118,164.745931,164.7385555,-
ENSMUSG00000076435,Acsf2,264895,11,94.557102,94.601871,94.5794865,-
ENSMUSG00000076436,Oxct2a,64059,4,123.321875,123.323634,123.3227545,-
ENSMUSG00000076437,2700094K13Rik,72657,2,84.669215,84.67077,84.6699925,-
ENSMUSG00000076441,Ass1,11898,2,31.470207,31.520672,31.4954395,+
ENSMUSG00000076490,Trbc1,4439726,6,41.538218,41.539881,41.5390495,+
ENSMUSG00000076498,Trbc2,4835227,6,41.54673,41.548352,41.547541,+
ENSMUSG00000076609,Igkc,96495,6,70.726435,70.726966,70.7267005,+
ENSMUSG00000076612,Ighg2c,2686979,12,113.285325,113.288932,113.2871285,-
ENSMUSG00000076613,Ighg2b,96445,12,113.302965,113.307933,113.305449,-
ENSMUSG00000076617,Ighm,96448,12,113.418558,113.42273,113.420644,-
ENSMUSG00000076928,Trac,4439838,14,54.220521,54.224206,54.2223635,+
ENSMUSG00000076937,Iglc2,99547,16,19.198396,19.200351,19.1993735,-
ENSMUSG00000077167,Gm24119,5453896,10,91.118291,91.118536,91.1184135,-
ENSMUSG00000077323,Rnu11,2148804,4,132.27008,132.270213,132.2701465,-
ENSMUSG00000077450,Rab11b,19326,17,33.742484,33.76053,33.751507,-
ENSMUSG00000078091,Gm10912,3809094,2,104.065826,104.067486,104.066656,+
ENSMUSG00000078122,F630028O10Rik,3641813,X,96.239926,96.243636,96.241781,+
ENSMUSG00000078126,Rpl23a-ps3,666790,14,34.170655,34.171168,34.1709115,+
ENSMUSG00000078139,AK157302,3574096,13,21.495223,21.497146,21.4961845,+
ENSMUSG00000078144,Capns2,69543,8,92.901407,92.902407,92.901907,+
ENSMUSG00000078153,Psme2b,621823,11,48.945354,48.94619,48.945772,-
ENSMUSG00000078154,Gm12184,3652174,11,48.825346,48.826655,48.8260005,-
ENSMUSG00000078157,4931440F15Rik,216622,11,29.822395,29.825668,29.8240315,-
ENSMUSG00000078161,Erich3,209601,3,154.663859,154.76779,154.7158245,+
ENSMUSG00000078173,Lenep,57275,3,89.400988,89.402793,89.4018905,-
ENSMUSG00000078180,Gm20900,5434256,13,120.304194,120.304655,120.3044245,-
ENSMUSG00000078184,Rbm8a2,3612447,1,175.977777,175.979114,175.9784455,-
ENSMUSG00000078185,Chml,12663,1,175.682237,175.688353,175.685295,-
ENSMUSG00000078190,Dnm3os,3052332,1,162.217623,162.22555,162.2215865,+
ENSMUSG00000078193,Gm2000,3780170,1,156.36604,156.366484,156.366262,+
ENSMUSG00000078201,Tmem203,227615,2,25.255439,25.256292,25.2558655,+
ENSMUSG00000078202,Nrarp,67122,2,25.180758,25.183339,25.1820485,+
ENSMUSG00000078234,Klhdc7a,242721,4,139.96022,139.968026,139.964123,-
ENSMUSG00000078238,Gm12854,3650410,4,116.067268,116.067564,116.067416,+
ENSMUSG00000078247,Airn,1353471,17,12.741311,12.860122,12.8007165,+
ENSMUSG00000078249,Hmga1-rs1,111241,11,120.762794,120.764419,120.7636065,+
ENSMUSG00000078302,Foxd1,15229,13,98.354242,98.356703,98.3554725,+
ENSMUSG00000078307,AI593442,330941,9,52.673044,52.679429,52.6762365,-
ENSMUSG00000078308,Gm7293,3779717,9,51.621425,51.624874,51.6231495,+
ENSMUSG00000078314,Gm14762,3705212,X,85.825892,85.834831,85.8303615,+
ENSMUSG00000078317,F8a,14070,X,73.228291,73.230795,73.229543,+
ENSMUSG00000078348,Sf3b5,66125,10,13.005343,13.009183,13.007263,+
ENSMUSG00000078349,AW011738,2140540,4,156.203304,156.205151,156.2042275,+
ENSMUSG00000078350,Smim1,68859,4,154.02047,154.02623,154.02335,-
ENSMUSG00000078370,Gm6316,3646088,12,69.920472,69.921491,69.9209815,-
ENSMUSG00000078377,Gm4294,3782472,12,12.023043,12.023657,12.02335,+
ENSMUSG00000078380,Gm6096,102638521,7,34.251038,34.251493,34.2512655,+
ENSMUSG00000078427,Sarnp,66118,10,128.821771,128.877638,128.8497045,+
ENSMUSG00000078429,Ctdsp2,52468,10,126.978717,126.999975,126.989346,+
ENSMUSG00000078435,AU041133,216177,10,82.128013,82.153065,82.140539,+
ENSMUSG00000078439,Smim24,72273,10,81.393051,81.395392,81.3942215,+
ENSMUSG00000078440,Dohh,102115,10,81.384428,81.39156,81.387994,+
ENSMUSG00000078441,Scamp4,56214,10,80.602882,80.615783,80.6093325,+
ENSMUSG00000078451,Ppil6,73075,10,41.490439,41.514284,41.5023615,+
ENSMUSG00000078452,Raet1d,19368,10,22.360552,22.374139,22.3673455,+
ENSMUSG00000078453,Abracl,73112,10,18.011263,18.023252,18.0172575,-
ENSMUSG00000078484,Klhl17,231003,4,156.229044,156.234857,156.2319505,-
ENSMUSG00000078485,Plekhn1,231002,4,156.221456,156.228542,156.224999,-
ENSMUSG00000078486,Perm1,74183,4,156.215868,156.221307,156.2185875,+
ENSMUSG00000078490,Cfap74,544678,4,155.40919,155.466823,155.4380065,+
ENSMUSG00000078495,Gm13157,100041677,4,147.753974,147.809788,147.781881,-
ENSMUSG00000078496,Gm13152,195531,4,147.492417,147.513486,147.5029515,+
ENSMUSG00000078502,Gm13212,433801,4,145.585166,145.625345,145.6052555,+
ENSMUSG00000078503,Gm13225,3652161,4,145.510759,145.539188,145.5249735,+
ENSMUSG00000078515,Ddi2,68817,4,141.677549,141.723419,141.700484,-
ENSMUSG00000078517,Emc1,230866,4,139.352587,139.37873,139.3656585,+
ENSMUSG00000078521,Aunip,69885,4,134.510999,134.523927,134.517463,+
ENSMUSG00000078528,Gm17068,4937895,19,16.277797,16.278776,16.2782865,+
ENSMUSG00000078532,Nkain1,67149,4,130.531602,130.574173,130.5528875,-
ENSMUSG00000078546,2210404O09Rik,70081,17,21.87957,21.909926,21.894748,-
ENSMUSG00000078552,Dcdc2b,100504491,4,129.608331,129.614257,129.611294,-
ENSMUSG00000078566,Bnip3,12176,7,138.890836,138.909519,138.9001775,-
ENSMUSG00000078570,1110065P20Rik,68920,4,124.84908,124.851196,124.850138,-
ENSMUSG00000078572,1810043H04Rik,208501,11,120.098928,120.100705,120.0998165,+
ENSMUSG00000078578,Ube2d3,66105,3,135.438149,135.468198,135.4531735,+
ENSMUSG00000078580,E430018J23Rik,101604,7,127.389673,127.393629,127.391651,-
ENSMUSG00000078584,AU022252,230696,4,119.20357,119.232712,119.218141,-
ENSMUSG00000078588,Ccdc24,381546,4,117.866524,117.872557,117.8695405,-
ENSMUSG00000078597,Cyp4a12b,13118,4,115.411624,115.439034,115.425329,+
ENSMUSG00000078606,Gm4070,100042856,7,105.895139,105.953967,105.924553,-
ENSMUSG00000078607,1810010H24Rik,1916316,11,107.025951,107.030443,107.028197,+
ENSMUSG00000078612,1700024P16Rik,242594,4,104.913456,105.016863,104.9651595,+
ENSMUSG00000078616,Trim30c,4821257,7,104.382065,104.390586,104.3863255,-
ENSMUSG00000078619,Smarcd2,83796,11,106.263179,106.272972,106.2680755,-
ENSMUSG00000078622,Ccdc47,67163,11,106.197408,106.216344,106.206876,-
ENSMUSG00000078624,Olfr613,259104,7,103.550368,103.555504,103.552936,+
ENSMUSG00000078630,Tomt,791260,7,101.898373,101.906359,101.902366,-
ENSMUSG00000078636,Gm7336,3644851,7,51.746647,51.747878,51.7472625,+
ENSMUSG00000078640,Gm11627,3650659,11,102.576398,102.579461,102.5779295,-
ENSMUSG00000078648,Gm17546,4937180,15,95.824459,95.830072,95.8272655,-
ENSMUSG00000078650,G6pc,14377,11,101.367561,101.377903,101.372732,+
ENSMUSG00000078651,Aoc2,237940,11,101.325063,101.329702,101.3273825,+
ENSMUSG00000078652,Psme3,19192,11,101.316213,101.323537,101.319875,+
ENSMUSG00000078653,Cntd1,68107,11,101.279012,101.296317,101.2876645,+
ENSMUSG00000078656,Vps25,28084,11,101.253707,101.259549,101.256628,+
ENSMUSG00000078670,Fam174b,100038347,7,73.740302,73.776919,73.7586105,+
ENSMUSG00000078671,Chd2,244059,7,73.426638,73.54183,73.484234,-
ENSMUSG00000078672,Mup20,381530,4,62.050234,62.054158,62.052196,-
ENSMUSG00000078673,Mup19,100189605,4,61.778324,61.782269,61.7802965,-
ENSMUSG00000078674,Mup18,100048884,4,61.670177,61.674136,61.6721565,-
ENSMUSG00000078675,Mup16,100039177,4,61.515592,61.519531,61.5175615,-
ENSMUSG00000078676,Casc3,192160,11,98.804905,98.833814,98.8193595,+
ENSMUSG00000078680,Mup10,100039008,4,60.57826,60.582199,60.5802295,-
ENSMUSG00000078681,Tm2d3,68634,7,65.691169,65.701913,65.696541,+
ENSMUSG00000078683,Mup1,17840,4,60.498012,60.50196,60.499986,-
ENSMUSG00000078684,5830417I10Rik,1923272,3,88.775216,88.825587,88.8004015,+
ENSMUSG00000078686,Mup9,100038948,4,60.418046,60.421952,60.419999,-
ENSMUSG00000078688,Mup2,17841,4,60.135932,60.154289,60.1451105,-
ENSMUSG00000078695,Cisd3,217149,11,97.685826,97.688621,97.6872235,+
ENSMUSG00000078700,D030028A08Rik,2441931,11,96.91627,96.96506,96.940665,+
ENSMUSG00000078713,Tomm5,68512,4,45.105208,45.108114,45.106661,-
ENSMUSG00000078716,Tmem8b,242409,4,43.668971,43.692668,43.6808195,+
ENSMUSG00000078721,Fam205a1,433698,4,42.848071,42.853888,42.8509795,-
ENSMUSG00000078722,Gm12394,3649790,4,42.781928,42.856771,42.8193495,-
ENSMUSG00000078735,Il11ra2,16158,4,42.656355,42.661893,42.659124,-
ENSMUSG00000078747,Gm20878,100041579,4,41.941572,41.943124,41.942348,+
ENSMUSG00000078762,Haus5,71909,7,30.653711,30.664994,30.6593525,-
ENSMUSG00000078763,Slfn1,20555,11,83.116849,83.12267,83.1197595,+
ENSMUSG00000078765,U2af1l4,233073,7,30.563301,30.565365,30.564333,+
ENSMUSG00000078768,Zfp566,72556,7,30.077337,30.090527,30.083932,-
ENSMUSG00000078771,Evi2a,14017,11,79.52656,79.530609,79.5285845,-
ENSMUSG00000078773,Rad54b,623474,4,11.558922,11.615805,11.5873635,+
ENSMUSG00000078779,Zfp59,22717,7,27.838607,27.856438,27.8475225,+
ENSMUSG00000078780,Gm5150,381484,3,15.94687,16.006437,15.9766535,-
ENSMUSG00000078784,1810022K09Rik,69126,3,14.606284,14.611285,14.6087845,-
ENSMUSG00000078786,BC024978,414069,7,27.195781,27.210186,27.2029835,+
ENSMUSG00000078787,Cyp2t4,384724,7,27.153714,27.158668,27.156191,+
ENSMUSG00000078789,Dph1,116905,11,75.177643,75.191241,75.184442,-
ENSMUSG00000078794,Dact3,629378,7,16.875317,16.887462,16.8813895,+
ENSMUSG00000078798,Sult2a1,20859,7,13.796246,13.837409,13.8168275,-
ENSMUSG00000078799,Sult2a5,434264,7,13.623967,13.670807,13.647387,+
ENSMUSG00000078808,Vmn1r58,81014,7,5.408887,5.413145,5.411016,-
ENSMUSG00000078812,Eif5a,276770,11,69.916714,69.921958,69.919336,-
ENSMUSG00000078813,Leng1,69757,7,3.660098,3.66584,3.662969,-
ENSMUSG00000078815,Cacng6,54378,7,3.424195,3.435667,3.429931,+
ENSMUSG00000078816,Prkcg,18752,7,3.289179,3.331099,3.310139,+
ENSMUSG00000078817,Nlrp12,378425,7,3.218784,3.24974,3.234262,-
ENSMUSG00000078851,Hist3h2a,319162,11,58.954685,58.95683,58.9557575,+
ENSMUSG00000078853,Igtp,16145,11,58.199556,58.207591,58.2035735,+
ENSMUSG00000078861,Zfp931,353208,2,178.067695,178.078476,178.0730855,-
ENSMUSG00000078862,Gm14326,665001,2,177.935993,177.957297,177.946645,-
ENSMUSG00000078864,Gm14322,626802,2,177.759288,177.770472,177.76488,+
ENSMUSG00000078866,Gm14420,628308,2,177.464733,177.478129,177.471431,+
ENSMUSG00000078867,Gm14418,3702408,2,177.387124,177.39832,177.392722,-
ENSMUSG00000078868,Gm14412,3652251,2,177.31452,177.324307,177.3194135,-
ENSMUSG00000078870,Gm14410,3709158,2,177.183453,177.206421,177.194937,-
ENSMUSG00000078872,Gm14401,3650075,2,177.07432,177.087347,177.0808335,+
ENSMUSG00000078875,Gm14419,3702410,2,177.000956,177.012787,177.0068715,+
ENSMUSG00000078877,Gm14295,100039123,2,176.798612,176.811223,176.8049175,+
ENSMUSG00000078878,Gm14305,668030,2,176.708328,176.721813,176.7150705,+
ENSMUSG00000078879,Gm14306,100043387,2,176.670522,176.719085,176.6948035,+
ENSMUSG00000078880,Gm14308,100043381,2,176.613364,176.636344,176.624854,-
ENSMUSG00000078886,Gm2026,100039060,2,175.965331,175.980303,175.972817,+
ENSMUSG00000078887,Gm6710,626832,2,175.869219,175.881248,175.8752335,+
ENSMUSG00000078889,Gm14288,13999,2,175.789357,175.801093,175.795225,-
ENSMUSG00000078894,2210418O10Rik,100504263,2,176.226569,176.240328,176.2334485,+
ENSMUSG00000078896,Gm8923,100190996,2,175.469985,175.482171,175.476078,+
ENSMUSG00000078897,Gm4724,100043915,2,175.4223,175.435807,175.4290535,-
ENSMUSG00000078898,Gm4723,3782903,2,175.372436,175.384201,175.3783185,+
ENSMUSG00000078899,Gm4631,627914,2,175.321955,175.338197,175.330076,-
ENSMUSG00000078901,Gm14440,100503353,2,175.275125,175.286805,175.280965,+
ENSMUSG00000078902,Gm14443,3652324,2,175.166255,175.175871,175.171063,-
ENSMUSG00000078903,Gm14391,665001,2,175.191065,175.206917,175.198991,-
ENSMUSG00000078905,Gm14393,664987,2,175.061549,175.067781,175.064665,-
ENSMUSG00000078906,Gm14444,3652325,2,175.010241,175.019248,175.0147445,+
ENSMUSG00000078908,Mon1b,270096,8,113.635586,113.645178,113.640382,+
ENSMUSG00000078919,Dpm1,13480,2,168.209048,168.230591,168.2198195,-
ENSMUSG00000078920,Ifi47,15953,11,49.076587,49.096974,49.0867805,+
ENSMUSG00000078921,Tgtp2,100039796,11,49.057194,49.064206,49.0607,-
ENSMUSG00000078922,Tgtp1,21822,11,48.985327,48.994172,48.9897495,-
ENSMUSG00000078923,Ube2v1,66589,2,167.607638,167.632095,167.6198665,-
ENSMUSG00000078931,Pdf,68023,8,107.044698,107.048614,107.046656,-
ENSMUSG00000078937,Cpt1b,12895,15,89.416405,89.425863,89.421134,-
ENSMUSG00000078941,Ak6,108143,13,100.650979,100.666359,100.658669,+
ENSMUSG00000078942,Naip6,17952,13,100.281121,100.317674,100.2993975,-
ENSMUSG00000078945,Naip2,17948,13,100.144063,100.202092,100.1730775,-
ENSMUSG00000078954,Arhgap8,73167,15,84.720052,84.772207,84.7461295,+
ENSMUSG00000078963,Hsbp1l1,66255,18,80.229758,80.247102,80.23843,-
ENSMUSG00000078964,Ces1b,382044,8,93.056727,93.080017,93.068372,-
ENSMUSG00000078967,Gm3272,3781450,8,92.715747,92.716975,92.716361,-
ENSMUSG00000078970,Wdr92,103784,11,17.182107,17.233796,17.2079515,+
ENSMUSG00000078974,Sec61g,20335,11,16.50053,16.508484,16.504507,-
ENSMUSG00000078994,Zfp429,72807,13,67.389309,67.399767,67.394538,-
ENSMUSG00000078995,Zfp456,408065,13,67.362113,67.37581,67.3689615,-
ENSMUSG00000079003,Samd1,666704,8,83.997672,84.000386,83.999029,+
ENSMUSG00000079012,Serpina3m,20717,12,104.338486,104.394257,104.3663715,+
ENSMUSG00000079015,Serpina1c,20702,12,103.894926,103.904887,103.8999065,-
ENSMUSG00000079017,Ifi27l2a,76933,12,103.442167,103.44368,103.4429235,-
ENSMUSG00000079018,Ly6c1,17067,15,75.044018,75.04883,75.046424,-
ENSMUSG00000079020,Slc45a4,106068,15,73.577424,73.645762,73.611593,-
ENSMUSG00000079022,Col22a1,69700,15,71.795795,72.034227,71.915011,-
ENSMUSG00000079033,Mef2b,17259,8,70.152778,70.167488,70.160133,+
ENSMUSG00000079036,Alkbh1,211064,12,87.42584,87.444017,87.4349285,-
ENSMUSG00000079037,Prnp,19122,2,131.909928,131.938429,131.9241785,+
ENSMUSG00000079038,D130040H23Rik,211135,8,69.300776,69.303162,69.301969,+
ENSMUSG00000079043,Fastkd5,380601,2,130.61384,130.630027,130.6219335,-
